ticker,trends_score,trading_signal,confidence,current_price,rsi,macd,macd_signal,trend_strength,momentum_20d,momentum_50d,volume_ratio,volatility,position_52w,bb_position,week_52_high,week_52_low,current_ma_20,current_ma_50,current_ma_200,individual_scores,data_quality,success
PINS,59.0,HOLD,LOW,37.90999984741211,72.58064888270198,0.9919049369976776,0.9280952047018554,3.1816375952371896,7.913460560125241,15.122986626433754,0.49925242455710483,0.5039164216408318,86.76377434194664,89.34771662127412,40.0,24.209999084472656,36.43549995422363,34.56580013275146,32.25425000190735,"{'price_trend_score': 87, 'moving_average_signal_score': 87, 'trend_strength_score': 80, 'rsi_signal_score': 15, 'macd_signal_score': 60, 'momentum_score_score': 60, 'volume_trend_score': 20, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 25}",250,True
RIVN,58.9,HOLD,LOW,14.010000228881836,66.93549007332527,0.03293448126952292,-0.1222207341266199,-0.653058533391978,0.7189100112630926,-5.7834543597571235,1.526279395455319,0.6494935977522691,59.639392066355626,84.10813002027885,16.920000076293945,9.710000038146973,13.310999965667724,14.076700000762939,12.647000017166137,"{'price_trend_score': 82, 'moving_average_signal_score': 82, 'trend_strength_score': 40, 'rsi_signal_score': 30, 'macd_signal_score': 60, 'momentum_score_score': 60, 'volume_trend_score': 65, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 25}",250,True
AVGO,58.9,HOLD,LOW,290.17999267578125,64.94767765420724,8.946633397239907,9.26281687692781,4.89098362384656,7.406439742950669,25.145422084994117,0.7040854175123867,0.6059589826805436,100.0,92.77667304860032,290.17999267578125,134.7345428466797,278.2499969482422,258.5936196899414,210.77959182739258,"{'price_trend_score': 87, 'moving_average_signal_score': 87, 'trend_strength_score': 80, 'rsi_signal_score': 30, 'macd_signal_score': 40, 'momentum_score_score': 60, 'volume_trend_score': 35, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 10}",250,True
LRCX,58.9,HOLD,LOW,96.95999908447266,46.23243740703805,1.8143503843031112,2.77906053370048,2.92820623675063,0.12391857819089747,14.019089278524104,0.9468015664062894,0.5040040395668545,88.83090929673078,17.591196542621056,101.73999786376953,58.943328857421875,99.16699981689453,92.04647186279297,79.47144855499268,"{'price_trend_score': 70, 'moving_average_signal_score': 70, 'trend_strength_score': 80, 'rsi_signal_score': 50, 'macd_signal_score': 25, 'momentum_score_score': 60, 'volume_trend_score': 50, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 75}",250,True
PANW,58.9,HOLD,LOW,203.27000427246094,51.98968087515631,0.8778241986502451,0.39870539000226596,-0.7503143184395722,0.45962634743616293,5.869793891906738,0.7751675595705095,0.36504892315808757,91.81239694894053,75.7321918642957,208.27999877929688,147.08999633789062,198.01950149536134,196.1560009765625,187.91997497558594,"{'price_trend_score': 82, 'moving_average_signal_score': 82, 'trend_strength_score': 40, 'rsi_signal_score': 50, 'macd_signal_score': 60, 'momentum_score_score': 60, 'volume_trend_score': 35, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 25}",250,True
ROKU,58.5,HOLD,LOW,90.12000274658203,57.60149772666488,2.69552291526351,3.238225230978432,4.805320198721516,4.184974273505238,26.21848854431476,0.7371533670776294,0.6140261734623258,81.11815050605901,61.57494757276759,99.06999969482422,51.66999816894531,89.2912498474121,81.29550018310547,76.4707251548767,"{'price_trend_score': 77, 'moving_average_signal_score': 77, 'trend_strength_score': 80, 'rsi_signal_score': 50, 'macd_signal_score': 25, 'momentum_score_score': 60, 'volume_trend_score': 35, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 50}",250,True
LI,58.5,HOLD,LOW,29.579999923706055,67.83919899015942,0.717132984812519,0.5729113999514089,4.458160549862237,5.6051398857374926,5.793994607578696,0.40289144255461956,0.6145075294670448,77.93582122738091,64.61733066624437,32.915000915527344,17.799999237060547,28.515249919891357,28.475800018310547,25.834475021362305,"{'price_trend_score': 75, 'moving_average_signal_score': 75, 'trend_strength_score': 80, 'rsi_signal_score': 30, 'macd_signal_score': 60, 'momentum_score_score': 60, 'volume_trend_score': 20, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 50}",250,True
AFRM,58.5,HOLD,LOW,67.08999633789062,40.13343811332021,1.3125176497319018,1.9456582429043685,2.8860991177625928,0.2839982177552315,24.37893593988761,0.5681289866661707,0.8429757729141119,75.57156805485702,44.59960070360321,80.9800033569336,24.1200008392334,67.48325042724609,61.03230033874512,56.92225004196167,"{'price_trend_score': 77, 'moving_average_signal_score': 77, 'trend_strength_score': 80, 'rsi_signal_score': 50, 'macd_signal_score': 25, 'momentum_score_score': 60, 'volume_trend_score': 35, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 50}",250,True
GFS,58.5,HOLD,LOW,39.97999954223633,56.74966677632467,0.4424709613669435,0.6215568720046896,2.7352468446235485,3.120967423745167,0.7052865841711975,1.1738779584336627,0.5037230669535161,44.9485457447434,47.864035844251,51.75,30.3700008392334,40.05749988555908,38.73879989624024,39.61107503890991,"{'price_trend_score': 67, 'moving_average_signal_score': 67, 'trend_strength_score': 80, 'rsi_signal_score': 50, 'macd_signal_score': 40, 'momentum_score_score': 60, 'volume_trend_score': 50, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 50}",250,True
BLUE,58.4,HOLD,LOW,4.96999979019165,97.1909755680051,0.21278778420217392,0.1642775072190252,9.32604574058868,25.82277797961201,25.505043997860493,0.0,1.6973631434388479,7.958312911706879,67.1575477044558,24.399999618530273,3.2899999618530273,4.501499915122986,4.422799973487854,7.5050299978256225,"{'price_trend_score': 67, 'moving_average_signal_score': 67, 'trend_strength_score': 95, 'rsi_signal_score': 5, 'macd_signal_score': 60, 'momentum_score_score': 95, 'volume_trend_score': 20, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 50}",213,True
ABNB,58.3,HOLD,LOW,141.30999755859375,64.24324144427254,1.8662972337491226,1.5536266776724152,2.082467031932516,5.676036695036695,2.361459206642464,0.7284163095069812,0.41553271719614693,63.91530207777465,92.31218495529264,161.4199981689453,105.69000244140625,137.4030014038086,135.01679931640626,132.43387535095215,"{'price_trend_score': 77, 'moving_average_signal_score': 77, 'trend_strength_score': 80, 'rsi_signal_score': 30, 'macd_signal_score': 60, 'momentum_score_score': 60, 'volume_trend_score': 35, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 10}",250,True
SO,58.1,HOLD,LOW,95.3499984741211,73.6235567872881,1.3327566919173677,1.1318697214734887,2.274176653387806,5.534034404474448,12.366575135599556,0.6398682660941523,0.1881728786501205,96.94620633609996,87.70758042456679,95.8499984741211,79.47692108154297,93.02450103759766,90.69545654296876,87.46698307037353,"{'price_trend_score': 80, 'moving_average_signal_score': 80, 'trend_strength_score': 80, 'rsi_signal_score': 15, 'macd_signal_score': 60, 'momentum_score_score': 60, 'volume_trend_score': 35, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 25}",250,True
DXCM,58.1,HOLD,LOW,88.98999786376953,73.07398421628152,0.828891101162597,0.46652477521823116,1.3885566255100876,4.6448693623202475,5.8019227416547885,1.0640357576418797,0.4213657633219475,94.30788408649346,114.18932180346737,90.75,59.83000183105469,84.88250045776367,84.76880020141601,78.75745000839234,"{'price_trend_score': 85, 'moving_average_signal_score': 85, 'trend_strength_score': 60, 'rsi_signal_score': 15, 'macd_signal_score': 60, 'momentum_score_score': 60, 'volume_trend_score': 50, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 10}",250,True
CVNA,58.0,HOLD,LOW,332.1199951171875,32.005106319178935,4.301941338491247,7.627662910410426,4.649348267451874,8.365956412081687,13.328327947857908,0.7124695979162714,0.7160093834517532,89.06913712457813,20.00684812118096,357.32000732421875,126.77999877929688,342.7915008544922,327.16820068359374,250.69955024719238,"{'price_trend_score': 62, 'moving_average_signal_score': 62, 'trend_strength_score': 80, 'rsi_signal_score': 70, 'macd_signal_score': 10, 'momentum_score_score': 80, 'volume_trend_score': 35, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 75}",250,True
TDOC,57.9,HOLD,LOW,8.199999809265137,52.29682109783044,0.1573159592665121,0.1985309610344691,4.531494197387966,1.8633492543629413,7.611547669511546,0.8468716922216807,0.6320919179460935,21.61124867436826,37.48114539648791,14.329999923706055,6.510000228881836,8.339000034332276,7.663800020217895,8.943200025558472,"{'price_trend_score': 65, 'moving_average_signal_score': 65, 'trend_strength_score': 80, 'rsi_signal_score': 50, 'macd_signal_score': 40, 'momentum_score_score': 60, 'volume_trend_score': 50, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 50}",250,True
FTNT,57.7,HOLD,LOW,104.81999969482422,46.0509262613025,0.5366397719536451,0.5047612120646372,1.1459567488547207,0.924320314684241,-0.21894654950202316,0.5119302878397248,0.4324124079307274,83.52483955775295,54.470205212264325,114.56999969482422,55.38999938964844,104.41549987792969,103.50339996337891,98.00455017089844,"{'price_trend_score': 67, 'moving_average_signal_score': 67, 'trend_strength_score': 60, 'rsi_signal_score': 50, 'macd_signal_score': 60, 'momentum_score_score': 60, 'volume_trend_score': 35, 'volume_price_trend_score': 50, 'volatility_signal_score': 60, 'bollinger_position_score': 50}",250,True
