ticker,valuation_score,trading_signal,confidence,sector,industry,market_cap,current_price,pe_ratio,pb_ratio,ps_ratio,peg_ratio,ev_ebitda,ev_sales,dividend_yield,fcf_yield,earnings_yield,position_52w,upside_to_target,graham_number,graham_discount,beta,individual_scores,data_completeness,success
BB,40.4,SELL,LOW,Technology,Software - Infrastructure,2335798784.0,3.91,195.50002,3.2049181,4.3807178,1.5,32.242,4.227,0.0,0.23760608311028217,0.5115088990783735,44.917257683215134,19.13887468030691,0.7409453421137082,-81.0499912502888,1.124,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 60, 'ps_ratio_score': 80, 'peg_ratio_score': 60, 'ev_ebitda_score': 40, 'ev_sales_score': 100, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 20, 'earnings_yield_score': 20}",100.0,True
EXR,40.0,SELL,LOW,Real Estate,REIT - Industrial,33425295360.0,150.86,35.08372,2.3055294,9.938285,1.5,20.318,13.684,430.0,2.3385933305332505,2.8503248800298255,46.726190476190496,7.9477661407927735,79.56594434806891,-47.25842214764092,1.108,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 60, 'ps_ratio_score': 20, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 60, 'ev_fcf_score': 20, 'dividend_yield_score': 100, 'fcf_yield_score': 60, 'earnings_yield_score': 60}",100.0,True
CHWY,40.0,SELL,LOW,Consumer Cyclical,Internet Retail,14989313024.0,36.31,39.9011,40.12155,1.2388235,1.5,73.998,1.239,0.0,2.57841046738554,2.5061965710218512,57.36058191894702,25.22346461030019,4.304634130794393,-88.14476967558691,1.713,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 80, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 100, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 60, 'earnings_yield_score': 60}",100.0,True
GE,39.2,SELL,LOW,Industrials,Aerospace & Defense,288004898816.0,271.59,38.74322,15.05154,6.9213643,1.5,28.589,7.132,53.0,1.7694577241395475,2.5810967699638803,98.9888281823371,4.454324533303887,53.347820011693074,-80.35722227928382,1.379,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 40, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 100, 'ev_fcf_score': 20, 'dividend_yield_score': 100, 'fcf_yield_score': 40, 'earnings_yield_score': 60}",100.0,True
ANSS,38.2,SELL,LOW,Technology,Software - Application,32906993664.0,374.3,55.534126,5.3250813,12.739367,1.5,34.065,11.579,0.0,2.3474756031727417,1.8006945855238634,82.40813784513182,-6.2249532460593135,103.2447504718763,-72.41657748547253,1.189,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 40, 'ps_ratio_score': 40, 'peg_ratio_score': 60, 'ev_ebitda_score': 40, 'ev_sales_score': 80, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 60, 'earnings_yield_score': 40}",100.0,True
ABNB,37.2,SELL,LOW,Consumer Cyclical,Travel Services,87218364416.0,141.31,35.865482,11.020902,7.7651677,1.5,30.808,6.945,0.0,3.662359418670803,2.7881961826136896,64.68384074941453,-0.9763781756421994,33.714541373122664,-76.14143275555682,1.135,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 20, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 100, 'ev_fcf_score': 40, 'dividend_yield_score': 20, 'fcf_yield_score': 60, 'earnings_yield_score': 60}",100.0,True
AMD,36.4,SELL,LOW,Technology,Semiconductors,269914472448.0,166.47,121.51095,4.647793,9.726647,1.5,45.481,9.634,0.0,1.2432178717821338,0.8229710984894778,92.23121861227835,-12.292413047395923,33.22738366167279,-80.04001702308355,2.045,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 60, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 80, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 40, 'earnings_yield_score': 20}",100.0,True
FTNT,36.0,SELL,LOW,Technology,Software - Infrastructure,80230907904.0,104.82,43.1358,41.073666,13.062243,1.5,37.218,12.459,0.0,2.4491807301385813,2.318260006769319,83.40248962655602,4.408815111619932,11.812307141282774,-88.73086515809695,1.063,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 40, 'peg_ratio_score': 60, 'ev_ebitda_score': 40, 'ev_sales_score': 60, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 60, 'earnings_yield_score': 60}",100.0,True
CVNA,34.0,SELL,LOW,Consumer Cyclical,Auto & Truck Dealerships,38840438784.0,332.12,116.12588,29.67742,2.616575,1.5,31.646,3.294,0.0,1.6709388985259102,0.8611344861283291,87.0142566191446,0.6297211851138151,26.83544018644002,-91.9199565860412,3.599,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 60, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 100, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 40, 'earnings_yield_score': 20}",100.0,True
DXCM,32.2,SELL,LOW,Healthcare,Medical Devices,34893602816.0,88.99,66.90977,15.39353,8.412151,1.5,40.54,8.384,0.0,1.4588275870630005,1.4945500485205674,88.07724601175482,11.652994718507703,13.15281053615538,-85.21990050999507,1.448,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 40, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 80, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 40, 'earnings_yield_score': 40}",100.0,True
CPRT,32.0,SELL,LOW,Industrials,Specialty Business Services,45146238976.0,46.69,30.920528,5.140372,9.83394,1.5,21.475,8.906,0.0,1.9350579534751808,3.234097425503212,6.203605514315987,25.56221889055473,17.566870096861308,-62.375519175709336,1.071,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 20, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 80, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 40, 'earnings_yield_score': 60}",100.0,True
ARM,29.6,SELL,MEDIUM,Technology,Semiconductors,172839452672.0,163.17,217.56,25.207787,43.134377,1.5,171.155,42.406,0.0,5.0,0.45964331678617387,80.84175738724727,-12.802230802230799,10.45140540788654,-93.5947751376561,1.0,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 20, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 20, 'ev_fcf_score': 40, 'dividend_yield_score': 20, 'fcf_yield_score': 80, 'earnings_yield_score': 20}",100.0,True
DDOG,29.2,SELL,MEDIUM,Technology,Software - Application,51747692544.0,149.84,325.7391,17.719961,18.25589,1.5,634.365,17.348,0.0,1.5286090357119055,0.30699415575225697,77.11701526286036,-1.1599038974906564,9.355191072340531,-93.75654626779195,1.026,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 40, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 60, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 40, 'earnings_yield_score': 20}",100.0,True
DASH,29.2,SELL,MEDIUM,Consumer Cyclical,Internet Retail,105902096384.0,249.92,312.4,12.62031,9.421057,1.5,189.846,8.951,0.0,1.754568719076586,0.32010243277848915,99.7871025341666,-4.625268085787443,18.87998940677669,-92.44558682507335,1.703,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 20, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 80, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 40, 'earnings_yield_score': 20}",100.0,True
CDNS,29.0,SELL,MEDIUM,Technology,Software - Application,90701815808.0,332.19,84.09873,18.989882,18.607306,1.5,52.772,18.519,0.0,1.3937237361112478,1.189078598452081,97.38556338028167,-0.35652789066497936,39.42956219640284,-88.13041867714175,0.988,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 40, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 40, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 40, 'earnings_yield_score': 40}",100.0,True
CSGP,28.0,SELL,MEDIUM,Real Estate,Real Estate Services,39386738688.0,92.97,357.57693,4.5750704,13.509428,1.5,201.786,12.541,0.0,0.29654651258441356,0.27966009999582464,96.93997646135739,1.0070452834247619,10.903111941092783,-88.27244063558912,0.89,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 40, 'ps_ratio_score': 20, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 60, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 20, 'earnings_yield_score': 20}",100.0,True
COIN,27.4,SELL,MEDIUM,Financial Services,Financial Data & Stock Exchanges,99757760512.0,391.66,73.48218,9.525269,14.965412,1.5,121.856,14.447,0.0,0.30646965452198943,1.3608741602385777,82.45770847816733,-13.305647755706485,70.22162167025196,-82.07077013985294,3.712,"{'pe_ratio_score': 20, 'forward_pe_score': 20, 'pb_ratio_score': 20, 'ps_ratio_score': 20, 'peg_ratio_score': 60, 'ev_ebitda_score': 20, 'ev_sales_score': 60, 'ev_fcf_score': 20, 'dividend_yield_score': 20, 'fcf_yield_score': 20, 'earnings_yield_score': 40}",100.0,True
